,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
18378,West Bengal,Wheat,1998,24852,1083,49157,25.55
18379,West Bengal,Wheat,1998,24852,1083,49157,27.09
18380,West Bengal,Wheat,1998,24852,1083,49157,24.84
18381,West Bengal,Wheat,1998,24852,1083,49157,27.32
18382,West Bengal,Wheat,1998,24852,1083,49157,27.32
18383,West Bengal,Wheat,1998,24852,1083,49157,26.12
18384,West Bengal,Cassava,1999,239523,1083,46195,26.12
18385,West Bengal,Cassava,1999,239523,1083,46195,27.21
18386,West Bengal,Cassava,1999,239523,1083,46195,26.4
18387,West Bengal,Cassava,1999,239523,1083,46195,24.9
18388,West Bengal,Cassava,1999,239523,1083,46195,25.29
18389,West Bengal,Cassava,1999,239523,1083,46195,25.74
18390,West Bengal,Cassava,1999,239523,1083,46195,26.36
18391,West Bengal,Cassava,1999,239523,1083,46195,26.86
18392,West Bengal,Cassava,1999,239523,1083,46195,27.24
18393,West Bengal,Cassava,1999,239523,1083,46195,25.5
18394,West Bengal,Cassava,1999,239523,1083,46195,26.42
18395,West Bengal,Cassava,1999,239523,1083,46195,25.78
18396,West Bengal,Cassava,1999,239523,1083,46195,24.9
18397,West Bengal,Cassava,1999,239523,1083,46195,26.06
18398,West Bengal,Cassava,1999,239523,1083,46195,26.36
18399,West Bengal,Cassava,1999,239523,1083,46195,25.97
18400,West Bengal,Cassava,1999,239523,1083,46195,25.1
18401,West Bengal,Cassava,1999,239523,1083,46195,26.85
18402,West Bengal,Cassava,1999,239523,1083,46195,24.93
18403,West Bengal,Cassava,1999,239523,1083,46195,26.96
18404,West Bengal,Cassava,1999,239523,1083,46195,26.96
18405,West Bengal,Cassava,1999,239523,1083,46195,26.21
18406,West Bengal,Maize,1999,17922,1083,46195,26.12
18407,West Bengal,Maize,1999,17922,1083,46195,27.21
18408,West Bengal,Maize,1999,17922,1083,46195,26.4
18409,West Bengal,Maize,1999,17922,1083,46195,24.9
18410,West Bengal,Maize,1999,17922,1083,46195,25.29
18411,West Bengal,Maize,1999,17922,1083,46195,25.74
18412,West Bengal,Maize,1999,17922,1083,46195,26.36
18413,West Bengal,Maize,1999,17922,1083,46195,26.86
18414,West Bengal,Maize,1999,17922,1083,46195,27.24
18415,West Bengal,Maize,1999,17922,1083,46195,25.5
18416,West Bengal,Maize,1999,17922,1083,46195,26.42
18417,West Bengal,Maize,1999,17922,1083,46195,25.78
18418,West Bengal,Maize,1999,17922,1083,46195,24.9
18419,West Bengal,Maize,1999,17922,1083,46195,26.06
18420,West Bengal,Maize,1999,17922,1083,46195,26.36
18421,West Bengal,Maize,1999,17922,1083,46195,25.97
18422,West Bengal,Maize,1999,17922,1083,46195,25.1
18423,West Bengal,Maize,1999,17922,1083,46195,26.85
18424,West Bengal,Maize,1999,17922,1083,46195,24.93
18425,West Bengal,Maize,1999,17922,1083,46195,26.96
18426,West Bengal,Maize,1999,17922,1083,46195,26.96
18427,West Bengal,Maize,1999,17922,1083,46195,26.21
18428,West Bengal,Potatoes,1999,175712,1083,46195,26.12
18429,West Bengal,Potatoes,1999,175712,1083,46195,27.21
18430,West Bengal,Potatoes,1999,175712,1083,46195,26.4
18431,West Bengal,Potatoes,1999,175712,1083,46195,24.9
18432,West Bengal,Potatoes,1999,175712,1083,46195,25.29
18433,West Bengal,Potatoes,1999,175712,1083,46195,25.74
18434,West Bengal,Potatoes,1999,175712,1083,46195,26.36
18435,West Bengal,Potatoes,1999,175712,1083,46195,26.86
18436,West Bengal,Potatoes,1999,175712,1083,46195,27.24
18437,West Bengal,Potatoes,1999,175712,1083,46195,25.5
18438,West Bengal,Potatoes,1999,175712,1083,46195,26.42
18439,West Bengal,Potatoes,1999,175712,1083,46195,25.78
18440,West Bengal,Potatoes,1999,175712,1083,46195,24.9
18441,West Bengal,Potatoes,1999,175712,1083,46195,26.06
18442,West Bengal,Potatoes,1999,175712,1083,46195,26.36
18443,West Bengal,Potatoes,1999,175712,1083,46195,25.97
18444,West Bengal,Potatoes,1999,175712,1083,46195,25.1
18445,West Bengal,Potatoes,1999,175712,1083,46195,26.85
18446,West Bengal,Potatoes,1999,175712,1083,46195,24.93
18447,West Bengal,Potatoes,1999,175712,1083,46195,26.96
18448,West Bengal,Potatoes,1999,175712,1083,46195,26.96
18449,West Bengal,Potatoes,1999,175712,1083,46195,26.21
18450,West Bengal,"Rice, paddy",1999,29782,1083,46195,26.12
18451,West Bengal,"Rice, paddy",1999,29782,1083,46195,27.21
18452,West Bengal,"Rice, paddy",1999,29782,1083,46195,26.4
18453,West Bengal,"Rice, paddy",1999,29782,1083,46195,24.9
18454,West Bengal,"Rice, paddy",1999,29782,1083,46195,25.29
18455,West Bengal,"Rice, paddy",1999,29782,1083,46195,25.74
18456,West Bengal,"Rice, paddy",1999,29782,1083,46195,26.36
18457,West Bengal,"Rice, paddy",1999,29782,1083,46195,26.86
18458,West Bengal,"Rice, paddy",1999,29782,1083,46195,27.24
18459,West Bengal,"Rice, paddy",1999,29782,1083,46195,25.5
18460,West Bengal,"Rice, paddy",1999,29782,1083,46195,26.42
18461,West Bengal,"Rice, paddy",1999,29782,1083,46195,25.78
18462,West Bengal,"Rice, paddy",1999,29782,1083,46195,24.9
18463,West Bengal,"Rice, paddy",1999,29782,1083,46195,26.06
18464,West Bengal,"Rice, paddy",1999,29782,1083,46195,26.36
18465,West Bengal,"Rice, paddy",1999,29782,1083,46195,25.97
18466,West Bengal,"Rice, paddy",1999,29782,1083,46195,25.1
18467,West Bengal,"Rice, paddy",1999,29782,1083,46195,26.85
18468,West Bengal,"Rice, paddy",1999,29782,1083,46195,24.93
18469,West Bengal,"Rice, paddy",1999,29782,1083,46195,26.96
18470,West Bengal,"Rice, paddy",1999,29782,1083,46195,26.96
18471,West Bengal,"Rice, paddy",1999,29782,1083,46195,26.21
18472,West Bengal,Sorghum,1999,8472,1083,46195,26.12
18473,West Bengal,Sorghum,1999,8472,1083,46195,27.21
18474,West Bengal,Sorghum,1999,8472,1083,46195,26.4
18475,West Bengal,Sorghum,1999,8472,1083,46195,24.9
18476,West Bengal,Sorghum,1999,8472,1083,46195,25.29
18477,West Bengal,Sorghum,1999,8472,1083,46195,25.74
18478,West Bengal,Sorghum,1999,8472,1083,46195,26.36
18479,West Bengal,Sorghum,1999,8472,1083,46195,26.86
18480,West Bengal,Sorghum,1999,8472,1083,46195,27.24
18481,West Bengal,Sorghum,1999,8472,1083,46195,25.5
18482,West Bengal,Sorghum,1999,8472,1083,46195,26.42
18483,West Bengal,Sorghum,1999,8472,1083,46195,25.78
18484,West Bengal,Sorghum,1999,8472,1083,46195,24.9
18485,West Bengal,Sorghum,1999,8472,1083,46195,26.06
18486,West Bengal,Sorghum,1999,8472,1083,46195,26.36
18487,West Bengal,Sorghum,1999,8472,1083,46195,25.97
18488,West Bengal,Sorghum,1999,8472,1083,46195,25.1
18489,West Bengal,Sorghum,1999,8472,1083,46195,26.85
18490,West Bengal,Sorghum,1999,8472,1083,46195,24.93
18491,West Bengal,Sorghum,1999,8472,1083,46195,26.96
18492,West Bengal,Sorghum,1999,8472,1083,46195,26.96
18493,West Bengal,Sorghum,1999,8472,1083,46195,26.21
18494,West Bengal,Soybeans,1999,11380,1083,46195,26.12
18495,West Bengal,Soybeans,1999,11380,1083,46195,27.21
18496,West Bengal,Soybeans,1999,11380,1083,46195,26.4
18497,West Bengal,Soybeans,1999,11380,1083,46195,24.9
18498,West Bengal,Soybeans,1999,11380,1083,46195,25.29
18499,West Bengal,Soybeans,1999,11380,1083,46195,25.74
18500,West Bengal,Soybeans,1999,11380,1083,46195,26.36
18501,West Bengal,Soybeans,1999,11380,1083,46195,26.86
18502,West Bengal,Soybeans,1999,11380,1083,46195,27.24
18503,West Bengal,Soybeans,1999,11380,1083,46195,25.5
18504,West Bengal,Soybeans,1999,11380,1083,46195,26.42
18505,West Bengal,Soybeans,1999,11380,1083,46195,25.78
18506,West Bengal,Soybeans,1999,11380,1083,46195,24.9
18507,West Bengal,Soybeans,1999,11380,1083,46195,26.06
18508,West Bengal,Soybeans,1999,11380,1083,46195,26.36
18509,West Bengal,Soybeans,1999,11380,1083,46195,25.97
18510,West Bengal,Soybeans,1999,11380,1083,46195,25.1
18511,West Bengal,Soybeans,1999,11380,1083,46195,26.85
18512,West Bengal,Soybeans,1999,11380,1083,46195,24.93
18513,West Bengal,Soybeans,1999,11380,1083,46195,26.96
18514,West Bengal,Soybeans,1999,11380,1083,46195,26.96
18515,West Bengal,Soybeans,1999,11380,1083,46195,26.21
18516,West Bengal,Sweet potatoes,1999,85744,1083,46195,26.12
18517,West Bengal,Sweet potatoes,1999,85744,1083,46195,27.21
18518,West Bengal,Sweet potatoes,1999,85744,1083,46195,26.4
18519,West Bengal,Sweet potatoes,1999,85744,1083,46195,24.9
18520,West Bengal,Sweet potatoes,1999,85744,1083,46195,25.29
18521,West Bengal,Sweet potatoes,1999,85744,1083,46195,25.74
18522,West Bengal,Sweet potatoes,1999,85744,1083,46195,26.36
18523,West Bengal,Sweet potatoes,1999,85744,1083,46195,26.86
18524,West Bengal,Sweet potatoes,1999,85744,1083,46195,27.24
18525,West Bengal,Sweet potatoes,1999,85744,1083,46195,25.5
18526,West Bengal,Sweet potatoes,1999,85744,1083,46195,26.42
18527,West Bengal,Sweet potatoes,1999,85744,1083,46195,25.78
18528,West Bengal,Sweet potatoes,1999,85744,1083,46195,24.9
18529,West Bengal,Sweet potatoes,1999,85744,1083,46195,26.06
18530,West Bengal,Sweet potatoes,1999,85744,1083,46195,26.36
18531,West Bengal,Sweet potatoes,1999,85744,1083,46195,25.97
18532,West Bengal,Sweet potatoes,1999,85744,1083,46195,25.1
18533,West Bengal,Sweet potatoes,1999,85744,1083,46195,26.85
18534,West Bengal,Sweet potatoes,1999,85744,1083,46195,24.93
18535,West Bengal,Sweet potatoes,1999,85744,1083,46195,26.96
18536,West Bengal,Sweet potatoes,1999,85744,1083,46195,26.96
18537,West Bengal,Sweet potatoes,1999,85744,1083,46195,26.21
18538,West Bengal,Wheat,1999,25901,1083,46195,26.12
18539,West Bengal,Wheat,1999,25901,1083,46195,27.21
18540,West Bengal,Wheat,1999,25901,1083,46195,26.4
18541,West Bengal,Wheat,1999,25901,1083,46195,24.9
18542,West Bengal,Wheat,1999,25901,1083,46195,25.29
18543,West Bengal,Wheat,1999,25901,1083,46195,25.74
18544,West Bengal,Wheat,1999,25901,1083,46195,26.36
18545,West Bengal,Wheat,1999,25901,1083,46195,26.86
18546,West Bengal,Wheat,1999,25901,1083,46195,27.24
18547,West Bengal,Wheat,1999,25901,1083,46195,25.5
18548,West Bengal,Wheat,1999,25901,1083,46195,26.42
18549,West Bengal,Wheat,1999,25901,1083,46195,25.78
18550,West Bengal,Wheat,1999,25901,1083,46195,24.9
18551,West Bengal,Wheat,1999,25901,1083,46195,26.06
18552,West Bengal,Wheat,1999,25901,1083,46195,26.36
18553,West Bengal,Wheat,1999,25901,1083,46195,25.97
18554,West Bengal,Wheat,1999,25901,1083,46195,25.1
18555,West Bengal,Wheat,1999,25901,1083,46195,26.85
18556,West Bengal,Wheat,1999,25901,1083,46195,24.93
18557,West Bengal,Wheat,1999,25901,1083,46195,26.96
18558,West Bengal,Wheat,1999,25901,1083,46195,26.96
18559,West Bengal,Wheat,1999,25901,1083,46195,26.21
18560,West Bengal,Cassava,2000,269087,1083,44957.52,25.98
18561,West Bengal,Cassava,2000,269087,1083,44957.52,27.44
18562,West Bengal,Cassava,2000,269087,1083,44957.52,26.13
18563,West Bengal,Cassava,2000,269087,1083,44957.52,24.57
18564,West Bengal,Cassava,2000,269087,1083,44957.52,25.34
18565,West Bengal,Cassava,2000,269087,1083,44957.52,25.93
18566,West Bengal,Cassava,2000,269087,1083,44957.52,26.05
18567,West Bengal,Cassava,2000,269087,1083,44957.52,26.49
18568,West Bengal,Cassava,2000,269087,1083,44957.52,27.23
18569,West Bengal,Cassava,2000,269087,1083,44957.52,25.62
18570,West Bengal,Cassava,2000,269087,1083,44957.52,26.43
18571,West Bengal,Cassava,2000,269087,1083,44957.52,25.35
18572,West Bengal,Cassava,2000,269087,1083,44957.52,24.57
18573,West Bengal,Cassava,2000,269087,1083,44957.52,26.18
18574,West Bengal,Cassava,2000,269087,1083,44957.52,26.05
18575,West Bengal,Cassava,2000,269087,1083,44957.52,25.58
18576,West Bengal,Cassava,2000,269087,1083,44957.52,25.11
18577,West Bengal,Cassava,2000,269087,1083,44957.52,27.08
18578,West Bengal,Cassava,2000,269087,1083,44957.52,24.69
18579,West Bengal,Cassava,2000,269087,1083,44957.52,27.03
18580,West Bengal,Cassava,2000,269087,1083,44957.52,27.03
18581,West Bengal,Cassava,2000,269087,1083,44957.52,25.93
18582,West Bengal,Maize,2000,18216,1083,44957.52,25.98
18583,West Bengal,Maize,2000,18216,1083,44957.52,27.44
18584,West Bengal,Maize,2000,18216,1083,44957.52,26.13
18585,West Bengal,Maize,2000,18216,1083,44957.52,24.57
18586,West Bengal,Maize,2000,18216,1083,44957.52,25.34
18587,West Bengal,Maize,2000,18216,1083,44957.52,25.93
18588,West Bengal,Maize,2000,18216,1083,44957.52,26.05
18589,West Bengal,Maize,2000,18216,1083,44957.52,26.49
18590,West Bengal,Maize,2000,18216,1083,44957.52,27.23
18591,West Bengal,Maize,2000,18216,1083,44957.52,25.62
18592,West Bengal,Maize,2000,18216,1083,44957.52,26.43
18593,West Bengal,Maize,2000,18216,1083,44957.52,25.35
18594,West Bengal,Maize,2000,18216,1083,44957.52,24.57
18595,West Bengal,Maize,2000,18216,1083,44957.52,26.18
18596,West Bengal,Maize,2000,18216,1083,44957.52,26.05
18597,West Bengal,Maize,2000,18216,1083,44957.52,25.58
18598,West Bengal,Maize,2000,18216,1083,44957.52,25.11
18599,West Bengal,Maize,2000,18216,1083,44957.52,27.08
18600,West Bengal,Maize,2000,18216,1083,44957.52,24.69
18601,West Bengal,Maize,2000,18216,1083,44957.52,27.03
18602,West Bengal,Maize,2000,18216,1083,44957.52,27.03
18603,West Bengal,Maize,2000,18216,1083,44957.52,25.93
18604,West Bengal,Potatoes,2000,186443,1083,44957.52,25.98
18605,West Bengal,Potatoes,2000,186443,1083,44957.52,27.44
18606,West Bengal,Potatoes,2000,186443,1083,44957.52,26.13
18607,West Bengal,Potatoes,2000,186443,1083,44957.52,24.57
18608,West Bengal,Potatoes,2000,186443,1083,44957.52,25.34
18609,West Bengal,Potatoes,2000,186443,1083,44957.52,25.93
18610,West Bengal,Potatoes,2000,186443,1083,44957.52,26.05
18611,West Bengal,Potatoes,2000,186443,1083,44957.52,26.49
18612,West Bengal,Potatoes,2000,186443,1083,44957.52,27.23
18613,West Bengal,Potatoes,2000,186443,1083,44957.52,25.62
18614,West Bengal,Potatoes,2000,186443,1083,44957.52,26.43
18615,West Bengal,Potatoes,2000,186443,1083,44957.52,25.35
18616,West Bengal,Potatoes,2000,186443,1083,44957.52,24.57
18617,West Bengal,Potatoes,2000,186443,1083,44957.52,26.18
18618,West Bengal,Potatoes,2000,186443,1083,44957.52,26.05
18619,West Bengal,Potatoes,2000,186443,1083,44957.52,25.58
18620,West Bengal,Potatoes,2000,186443,1083,44957.52,25.11
18621,West Bengal,Potatoes,2000,186443,1083,44957.52,27.08
18622,West Bengal,Potatoes,2000,186443,1083,44957.52,24.69
18623,West Bengal,Potatoes,2000,186443,1083,44957.52,27.03
18624,West Bengal,Potatoes,2000,186443,1083,44957.52,27.03
18625,West Bengal,Potatoes,2000,186443,1083,44957.52,25.93
18626,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,25.98
18627,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,27.44
18628,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,26.13
18629,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,24.57
18630,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,25.34
18631,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,25.93
18632,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,26.05
18633,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,26.49
18634,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,27.23
18635,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,25.62
18636,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,26.43
18637,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,25.35
18638,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,24.57
18639,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,26.18
18640,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,26.05
18641,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,25.58
18642,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,25.11
18643,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,27.08
18644,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,24.69
18645,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,27.03
18646,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,27.03
18647,West Bengal,"Rice, paddy",2000,28508,1083,44957.52,25.93
18648,West Bengal,Sorghum,2000,7639,1083,44957.52,25.98
18649,West Bengal,Sorghum,2000,7639,1083,44957.52,27.44
18650,West Bengal,Sorghum,2000,7639,1083,44957.52,26.13
18651,West Bengal,Sorghum,2000,7639,1083,44957.52,24.57
18652,West Bengal,Sorghum,2000,7639,1083,44957.52,25.34
18653,West Bengal,Sorghum,2000,7639,1083,44957.52,25.93
18654,West Bengal,Sorghum,2000,7639,1083,44957.52,26.05
18655,West Bengal,Sorghum,2000,7639,1083,44957.52,26.49
18656,West Bengal,Sorghum,2000,7639,1083,44957.52,27.23
18657,West Bengal,Sorghum,2000,7639,1083,44957.52,25.62
18658,West Bengal,Sorghum,2000,7639,1083,44957.52,26.43
18659,West Bengal,Sorghum,2000,7639,1083,44957.52,25.35
18660,West Bengal,Sorghum,2000,7639,1083,44957.52,24.57
18661,West Bengal,Sorghum,2000,7639,1083,44957.52,26.18
18662,West Bengal,Sorghum,2000,7639,1083,44957.52,26.05
18663,West Bengal,Sorghum,2000,7639,1083,44957.52,25.58
18664,West Bengal,Sorghum,2000,7639,1083,44957.52,25.11
18665,West Bengal,Sorghum,2000,7639,1083,44957.52,27.08
18666,West Bengal,Sorghum,2000,7639,1083,44957.52,24.69
18667,West Bengal,Sorghum,2000,7639,1083,44957.52,27.03
18668,West Bengal,Sorghum,2000,7639,1083,44957.52,27.03
18669,West Bengal,Sorghum,2000,7639,1083,44957.52,25.93
18670,West Bengal,Soybeans,2000,8222,1083,44957.52,25.98
18671,West Bengal,Soybeans,2000,8222,1083,44957.52,27.44
18672,West Bengal,Soybeans,2000,8222,1083,44957.52,26.13
18673,West Bengal,Soybeans,2000,8222,1083,44957.52,24.57
18674,West Bengal,Soybeans,2000,8222,1083,44957.52,25.34
18675,West Bengal,Soybeans,2000,8222,1083,44957.52,25.93
18676,West Bengal,Soybeans,2000,8222,1083,44957.52,26.05
18677,West Bengal,Soybeans,2000,8222,1083,44957.52,26.49
18678,West Bengal,Soybeans,2000,8222,1083,44957.52,27.23
18679,West Bengal,Soybeans,2000,8222,1083,44957.52,25.62
18680,West Bengal,Soybeans,2000,8222,1083,44957.52,26.43
18681,West Bengal,Soybeans,2000,8222,1083,44957.52,25.35
18682,West Bengal,Soybeans,2000,8222,1083,44957.52,24.57
18683,West Bengal,Soybeans,2000,8222,1083,44957.52,26.18
18684,West Bengal,Soybeans,2000,8222,1083,44957.52,26.05
18685,West Bengal,Soybeans,2000,8222,1083,44957.52,25.58
18686,West Bengal,Soybeans,2000,8222,1083,44957.52,25.11
18687,West Bengal,Soybeans,2000,8222,1083,44957.52,27.08
18688,West Bengal,Soybeans,2000,8222,1083,44957.52,24.69
18689,West Bengal,Soybeans,2000,8222,1083,44957.52,27.03
18690,West Bengal,Soybeans,2000,8222,1083,44957.52,27.03
18691,West Bengal,Soybeans,2000,8222,1083,44957.52,25.93
18692,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,25.98
18693,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,27.44
18694,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,26.13
18695,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,24.57
18696,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,25.34
18697,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,25.93
18698,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,26.05
18699,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,26.49
18700,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,27.23
18701,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,25.62
18702,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,26.43
18703,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,25.35
18704,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,24.57
18705,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,26.18
18706,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,26.05
18707,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,25.58
18708,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,25.11
18709,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,27.08
18710,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,24.69
18711,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,27.03
18712,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,27.03
18713,West Bengal,Sweet potatoes,2000,97421,1083,44957.52,25.93
18714,West Bengal,Wheat,2000,27785,1083,44957.52,25.98
18715,West Bengal,Wheat,2000,27785,1083,44957.52,27.44
18716,West Bengal,Wheat,2000,27785,1083,44957.52,26.13
18717,West Bengal,Wheat,2000,27785,1083,44957.52,24.57
18718,West Bengal,Wheat,2000,27785,1083,44957.52,25.34
18719,West Bengal,Wheat,2000,27785,1083,44957.52,25.93
18720,West Bengal,Wheat,2000,27785,1083,44957.52,26.05
18721,West Bengal,Wheat,2000,27785,1083,44957.52,26.49
18722,West Bengal,Wheat,2000,27785,1083,44957.52,27.23
18723,West Bengal,Wheat,2000,27785,1083,44957.52,25.62
18724,West Bengal,Wheat,2000,27785,1083,44957.52,26.43
18725,West Bengal,Wheat,2000,27785,1083,44957.52,25.35
18726,West Bengal,Wheat,2000,27785,1083,44957.52,24.57
18727,West Bengal,Wheat,2000,27785,1083,44957.52,26.18
18728,West Bengal,Wheat,2000,27785,1083,44957.52,26.05
18729,West Bengal,Wheat,2000,27785,1083,44957.52,25.58
18730,West Bengal,Wheat,2000,27785,1083,44957.52,25.11
18731,West Bengal,Wheat,2000,27785,1083,44957.52,27.08
18732,West Bengal,Wheat,2000,27785,1083,44957.52,24.69
18733,West Bengal,Wheat,2000,27785,1083,44957.52,27.03
18734,West Bengal,Wheat,2000,27785,1083,44957.52,27.03
18735,West Bengal,Wheat,2000,27785,1083,44957.52,25.93
18736,West Bengal,Cassava,2001,266998,1083,43720.04,25.76
18737,West Bengal,Cassava,2001,266998,1083,43720.04,27.2
18738,West Bengal,Cassava,2001,266998,1083,43720.04,26.02
18739,West Bengal,Cassava,2001,266998,1083,43720.04,24.5
18740,West Bengal,Cassava,2001,266998,1083,43720.04,25.53
18741,West Bengal,Cassava,2001,266998,1083,43720.04,25.95
18742,West Bengal,Cassava,2001,266998,1083,43720.04,25.86
18743,West Bengal,Cassava,2001,266998,1083,43720.04,26.52
18744,West Bengal,Cassava,2001,266998,1083,43720.04,27.56
18745,West Bengal,Cassava,2001,266998,1083,43720.04,25.59
18746,West Bengal,Cassava,2001,266998,1083,43720.04,26.02
18747,West Bengal,Cassava,2001,266998,1083,43720.04,25.33
18748,West Bengal,Cassava,2001,266998,1083,43720.04,24.5
18749,West Bengal,Cassava,2001,266998,1083,43720.04,26.32
18750,West Bengal,Cassava,2001,266998,1083,43720.04,25.86
18751,West Bengal,Cassava,2001,266998,1083,43720.04,25.82
18752,West Bengal,Cassava,2001,266998,1083,43720.04,25.34
18753,West Bengal,Cassava,2001,266998,1083,43720.04,26.91
18754,West Bengal,Cassava,2001,266998,1083,43720.04,24.76
18755,West Bengal,Cassava,2001,266998,1083,43720.04,26.9
18756,West Bengal,Cassava,2001,266998,1083,43720.04,26.9
18757,West Bengal,Cassava,2001,266998,1083,43720.04,25.92
18758,West Bengal,Maize,2001,19996,1083,43720.04,25.76
18759,West Bengal,Maize,2001,19996,1083,43720.04,27.2
18760,West Bengal,Maize,2001,19996,1083,43720.04,26.02
18761,West Bengal,Maize,2001,19996,1083,43720.04,24.5
18762,West Bengal,Maize,2001,19996,1083,43720.04,25.53
18763,West Bengal,Maize,2001,19996,1083,43720.04,25.95
18764,West Bengal,Maize,2001,19996,1083,43720.04,25.86
18765,West Bengal,Maize,2001,19996,1083,43720.04,26.52
18766,West Bengal,Maize,2001,19996,1083,43720.04,27.56
18767,West Bengal,Maize,2001,19996,1083,43720.04,25.59
18768,West Bengal,Maize,2001,19996,1083,43720.04,26.02
18769,West Bengal,Maize,2001,19996,1083,43720.04,25.33
18770,West Bengal,Maize,2001,19996,1083,43720.04,24.5
18771,West Bengal,Maize,2001,19996,1083,43720.04,26.32
18772,West Bengal,Maize,2001,19996,1083,43720.04,25.86
18773,West Bengal,Maize,2001,19996,1083,43720.04,25.82
18774,West Bengal,Maize,2001,19996,1083,43720.04,25.34
18775,West Bengal,Maize,2001,19996,1083,43720.04,26.91
18776,West Bengal,Maize,2001,19996,1083,43720.04,24.76
18777,West Bengal,Maize,2001,19996,1083,43720.04,26.9
18778,West Bengal,Maize,2001,19996,1083,43720.04,26.9
18779,West Bengal,Maize,2001,19996,1083,43720.04,25.92
18780,West Bengal,Potatoes,2001,183627,1083,43720.04,25.76
18781,West Bengal,Potatoes,2001,183627,1083,43720.04,27.2
18782,West Bengal,Potatoes,2001,183627,1083,43720.04,26.02
18783,West Bengal,Potatoes,2001,183627,1083,43720.04,24.5
18784,West Bengal,Potatoes,2001,183627,1083,43720.04,25.53
18785,West Bengal,Potatoes,2001,183627,1083,43720.04,25.95
18786,West Bengal,Potatoes,2001,183627,1083,43720.04,25.86
18787,West Bengal,Potatoes,2001,183627,1083,43720.04,26.52
18788,West Bengal,Potatoes,2001,183627,1083,43720.04,27.56
18789,West Bengal,Potatoes,2001,183627,1083,43720.04,25.59
18790,West Bengal,Potatoes,2001,183627,1083,43720.04,26.02
18791,West Bengal,Potatoes,2001,183627,1083,43720.04,25.33
18792,West Bengal,Potatoes,2001,183627,1083,43720.04,24.5
18793,West Bengal,Potatoes,2001,183627,1083,43720.04,26.32
18794,West Bengal,Potatoes,2001,183627,1083,43720.04,25.86
18795,West Bengal,Potatoes,2001,183627,1083,43720.04,25.82
18796,West Bengal,Potatoes,2001,183627,1083,43720.04,25.34
18797,West Bengal,Potatoes,2001,183627,1083,43720.04,26.91
18798,West Bengal,Potatoes,2001,183627,1083,43720.04,24.76
18799,West Bengal,Potatoes,2001,183627,1083,43720.04,26.9
18800,West Bengal,Potatoes,2001,183627,1083,43720.04,26.9
18801,West Bengal,Potatoes,2001,183627,1083,43720.04,25.92
18802,West Bengal,"Rice, paddy",2001,31158,1083,43720.04,25.76
18803,West Bengal,"Rice, paddy",2001,31158,1083,43720.04,27.2
18804,West Bengal,"Rice, paddy",2001,31158,1083,43720.04,26.02
18805,West Bengal,"Rice, paddy",2001,31158,1083,43720.04,24.5
18806,West Bengal,"Rice, paddy",2001,31158,1083,43720.04,25.53
18807,West Bengal,"Rice, paddy",2001,31158,1083,43720.04,25.95
18808,West Bengal,"Rice, paddy",2001,31158,1083,43720.04,25.86
18809,West Bengal,"Rice, paddy",2001,31158,1083,43720.04,26.52
